brand,title,description,image,categories,product_id,price,sale_price,inventory,weight,product_type,id,created_date,updated_date,created_by_id,created_by,is_sample
"Falcofix","Falcofix Ultra Marine","","https://5.imimg.com/data5/PI/EC/MY-9070670/falcofix-ultra-marine-1000x1000.jpg","UM","UM2KG","610.66",563.40,"0",2 KG,"physical","69359c970a76a3ba619201a2","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix Ultra Marine","","https://m.media-amazon.com/images/I/31HcPq4+fxL.jpg","UM","UM5KG","1466.15","1348.15","0",5 KG,"physical","69359c970a76a3ba619201a3","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix Ultra Marine","",./images/UM_10KG.jpg,"UM","UM10KG","2826.1","2590.1","0",10 KG,"physical","69359c970a76a3ba619201a4","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix Ultra Marine","",./images/UM_20KG.jpg,"UM","UM20KG","5439.8","4967.8","0",20 KG,"physical","69359c970a76a3ba619201a5","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix Ultra Marine","",./images/UM_50KG.jpg,"UM","UM50KG","13068.5","11888.5","0",50 KG,"physical","69359c970a76a3ba619201a6","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix Ultra Marine","",./images/UM_55KG.jpg,"UM","UM55KG","14505.15","13207.15","0",55 KG,"physical","69359c970a76a3ba619201a7","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix Ultra Marine","",./images/UM_60KG.jpg,"UM","UM60KG","15328.2","13912.2","0",60 KG,"physical","69359c970a76a3ba619201a8","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix Ultra Marine","","https://5.imimg.com/data5/SELLER/Default/2025/1/480577814/TN/RT/OC/60302292/favicol-5-1000x1000.jpeg","UM","UM800G","198.5","215.35","0",0.8 KG,"physical","69359c970a76a3ba619201a9","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix EBS","",https://m.media-amazon.com/images/I/31xaBNQU3nL.jpg,"EBS","EBS1KG","258.42","234.82","0",1 KG,"physical","69359c970a76a3ba619201aa","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix EBS","","https://m.media-amazon.com/images/I/31xaBNQU3nL.jpg","EBS","EBS2KG","490.88",443.68,"0",2 KG,"physical","69359c970a76a3ba619201ab","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix EBS","","https://5.imimg.com/data5/SELLER/Default/2023/7/323902018/UT/MS/OG/154981108/falcofix-ultra-marine-adhesive-1000x1000.jpg","EBS","EBS5KG","1174.1",1056.1,"0",5 KG,"physical","69359c970a76a3ba619201ac","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix EBS","",./images/EBS_10KG.jpg,"EBS","EBS10KG","2265.6",2029.60,"0",10 KG,"physical","69359c970a76a3ba619201ad","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix EBS","",./images/EBS_20KG.jpg,"EBS","EBS20KG","4295.2",3823.20,"0",20 KG,"physical","69359c970a76a3ba619201ae","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix EBS","",./images/EBS_60KG.jpg,"EBS","EBS50KG","10325",9145,"0",50 KG,"physical","69359c970a76a3ba619201af","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix EBS","",./images/EBS_60KG.jpg,"EBS","EBS60KG","12106.8",10691,"0",60 KG,"physical","69359c970a76a3ba619201b0","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix WR Gold","","https://5.imimg.com/data5/SELLER/Default/2024/6/426806512/YE/CW/WQ/3010459/falcofix-wr-synthetic-resin-adhesive-1000x1000.jpg","WRG","WRG800G","321.9",293.58,"0",0.8 KG,"physical","69359c970a76a3ba619201b1","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix WR Gold","","https://5.imimg.com/data5/SELLER/Default/2024/8/439800576/DL/QB/NW/25626463/21-1000x1000.jpeg","WRG","WRG5KG","1852.6",1676,"0",5 KG,"physical","69359c970a76a3ba619201b2","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix WR Gold","",./images/WRG_10KG.jpg,"WRG","WRG10KG","3658",3304,"0",10 KG,"physical","69359c970a76a3ba619201b3","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix WR Gold","",./images/WRG_60KG.jpg,"WRG","WRG20KG","7268.8",6561,"0",20 KG,"physical","69359c970a76a3ba619201b4","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix WR Gold","",./images/WRG_60KG.jpg,"WRG","WRG50KG","17995",16225,"0",50 KG,"physical","69359c970a76a3ba619201b5","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
"Falcofix","Falcofix WR Gold","",./images/WRG_60KG.jpg,"WRG","WRG60KG","21098.4",18974,"0",60 KG,"physical","69359c970a76a3ba619201b6","2025-12-07T15:26:15.486000","2025-12-07T15:26:15.486000","69355685b7ba1c4a22697f77","siddhu.manka94@gmail.com","false"
Bluecoat,Bluecoat D3,,./images/BD3_10KG.jpg,BCD3,BCD31KG,357.54,328,0,1 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat D3,,./images/BD3_10KG.jpg,BCD3,BCD32KG,686.76,628,0,2 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat D3,,./images/BD3_10KG.jpg,BCD3,BCD35KG,1675.60,1518,0,5 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat D3,,./images/BD3_10KG.jpg,BCD3,BCD310KG,3292.20,2997,0,10 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat D3,,./images/BD3_10KG.jpg,BCD3,BCD320KG,6419.20,5829,0,20 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat D3,,./images/BD3_10KG.jpg,BCD3,BCD350KG,15458,13983,0,50 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat D3,,./images/BD3_10KG.jpg,BCD3,BCD360KG,18337.20,16567,0,60 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat Marine,,https://m.media-amazon.com/images/I/41ZlWQs-NJL.jpg,BCM,BCM1KG,319.19,296,0,1 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat Marine,,https://m.media-amazon.com/images/I/41ZlWQs-NJL.jpg,BCM,BCM2KG,614.78,568,0,2 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat Marine,,https://m.media-amazon.com/images/I/41ZlWQs-NJL.jpg,BCM,BCM5KG,1460.25,1342,0,5 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat Marine,,https://m.media-amazon.com/images/I/41ZlWQs-NJL.jpg,BCM,BCM10KG,2808.40,2572,0,10 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat Marine,,https://m.media-amazon.com/images/I/41ZlWQs-NJL.jpg,BCM,BCM20KG,5380.80,4437,0,20 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat Marine,,https://m.media-amazon.com/images/I/41ZlWQs-NJL.jpg,BCM,BCM50KG,12808.90,11629,0,50 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Bluecoat,Bluecoat Marine,,https://m.media-amazon.com/images/I/41ZlWQs-NJL.jpg,BCM,BCM60KG,15316.16,13900,0,60 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Falcofix,Falco Bond,,./images/FB_20KG.jpg,FB,FB20KG,80,80,0,20 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
Falcofix,Falco Bond,,./images/FB_50KG.jpg,FB,FB50KG,80,80,0,50 KG,physical,69359c970a76a3ba619201b6,2025-12-07T15:26:15.486000,2025-12-07T15:26:15.486000,69355685b7ba1c4a22697f77,siddhu.manka94@gmail.com,false
